lat;lon;id
1.267153;103.811973;121
1.267198;103.822419;122
1.267227;103.810824;123
1.267423;103.813672;124
1.2675441;103.8102471;125
1.2675614;103.8158962;126
1.2676035;103.8151604;127
1.267699;103.814099;128
1.267803;103.819043;129
1.2678314;103.8003729;130
1.267957;103.615188;131
1.267965;103.693351;132
1.2681883;103.8256873;133
1.2683469;103.814269;134
1.268363;103.820783;135
1.26844;103.8141969;136
1.2685464;103.6588674;137
1.2687979;103.8149705;138
1.2688651;103.8149992;139
1.2688748;103.8114197;140
1.268918;103.707313;141
1.2689648;103.8145859;142
1.2689731;103.8146021;143
1.2690001;103.8145339;144
1.269058;103.814681;145
1.2691086;103.8146978;146
1.2693146;103.8143111;147
1.2693385;103.8139847;148
1.2696232;103.8141545;149
1.2696272;103.8137673;150
1.2697035;103.8145724;151
1.2697068;103.813875;152
1.2697552;103.8144859;153
1.2697846;103.8138391;154
1.2698296;103.8145202;155
1.2698603;103.8242944;156
1.2699186;103.8136111;157
1.269933;103.814095;158
1.2699401;103.8133266;159
1.2699537;103.8244208;160
1.269957;103.796127;161
1.2699741;103.813948;162
1.2700052;103.8140019;163
1.2700131;103.8142009;164
1.2700152;103.8142028;165
1.2700199;103.6324024;166
1.2700658;103.81343;167
1.2700733;103.8142323;168
1.270099;103.813249;169
1.2701013;103.8139659;170
1.2701296;103.8138066;171
1.270181;103.814282;172
1.2702;103.81322;173
1.27023;103.81317;174
1.270278;103.682502;175
1.270287;103.8130677;176
1.2702949;103.8130647;177
1.270298;103.812931;178
1.2703327;103.8241659;179
1.2703865;103.8139168;180
1.2704242;103.8138384;181
1.270435;103.8232283;182
1.2704504;103.8139612;183
1.2704565;103.8127722;184
1.27067;103.797341;185
1.270732;103.797512;186
1.2707686;103.813041;187
1.2707977;103.8132488;188
1.2708406;103.8129432;189
1.2709313;103.8133233;190
1.2709402;103.8135186;191
1.270961;103.812681;192
1.2709676;103.8227058;193
1.2710128;103.8133875;194
1.2710375;103.8133145;195
1.2710523;103.8132132;196
1.2710653;103.8242773;197
1.2711067;103.8132295;198
1.271132;103.720947;199
1.2711429;103.8131709;200
1.2711936;103.8268436;201
1.2712062;103.8130734;202
1.2712966;103.8426296;203
1.2713172;103.8128964;204
1.2713259;103.8129883;205
1.2713574;103.8128099;206
1.2713852;103.8127439;207
1.2714028;103.8106225;208
1.2714117;103.8126796;209
1.271418;103.842329;210
1.2714278;103.8126653;211
1.271496;103.6381558;212
1.2715544;103.8230299;213
1.2715752;103.8099378;214
1.2716132;103.8077286;215
1.2717672;103.8331363;216
1.271768;103.798785;217
1.2717846;103.8076342;218
1.2717906;103.8098756;219
1.2718014;103.8071051;220
1.2718493;103.8225772;221
1.2718855;103.8257905;222
1.2719183;103.8425142;223
1.2719533;103.836752;224
1.271975;103.80848;225
1.2719904;103.8427008;226
1.2720155;103.8384732;227
1.2721251;103.8098868;228
1.2721373;103.8302724;229
1.2721392;103.8096268;230
1.2721496;103.827245;231
1.2721784;103.8331297;232
1.2721891;103.8343969;233
1.2722113;103.8232113;234
1.2722469;103.810928;235
1.272251;103.813563;236
1.272294;103.842686;237
1.2723476;103.810532;238
1.272389;103.822394;239
1.2723898;103.8215124;240
1.272414;103.807725;241
1.2724325;103.8209836;242
1.2724344;103.8423166;243
1.2724537;103.8139277;244
1.2725081;103.8223965;245
1.272617;103.821985;246
1.2726199;103.8052582;247
1.2726409;103.821383;248
1.2726904;103.8213423;249
1.2726974;103.6314315;250
1.2727182;103.8115286;251
1.2727186;103.8217967;252
1.272719;103.838455;253
1.2727272;103.8115121;254
1.2727295;103.811508;255
1.2727302;103.8115066;256
1.2727378;103.8114926;257
1.272743;103.8257902;258
1.272753;103.8114647;259
1.2727659;103.8426964;260
1.2727663;103.842723;261
1.2727975;103.8229402;262
1.2728101;103.8084184;263
1.272837;103.836918;264
1.272845;103.795576;265
1.2728742;103.8457482;266
1.2728742;103.8115942;267
1.272881;103.8084736;268
1.2728814;103.8440643;269
1.2729488;103.8386242;270
1.2729624;103.8423879;271
1.2730003;103.8074563;272
1.2730052;103.8203758;273
1.2730218;103.8220348;274
1.2730316;103.8073301;275
1.2730833;103.8406381;276
1.2730871;103.8100803;277
1.273092;103.8071109;278
1.2731553;103.8217065;279
1.273158;103.8037866;280
1.2731783;103.8068314;281
1.2731808;103.8453116;282
1.2731917;103.8287602;283
1.2731951;103.8428677;284
1.2732267;103.8246613;285
1.2732536;103.8425691;286
1.2732639;103.8435922;287
1.273301;103.807598;288
1.273333;103.720257;289
1.2733363;103.636761;290
1.273352;103.8431768;291
1.273353;103.811875;292
1.2733601;103.8431236;293
1.2733681;103.8423303;294
1.2733989;103.8074977;295
1.2734299;103.8458979;296
1.2734501;103.8469475;297
1.273508;103.840585;298
1.2735257;103.8100806;299
1.2735379;103.8447815;300
1.2735453;103.8454928;301
1.2735811;103.8224539;302
1.2735829;103.8118904;303
1.2736078;103.8340797;304
1.2736121;103.8065474;305
1.2736152;103.8447006;306
1.273668;103.8364347;307
1.2736764;103.8348949;308
1.2736766;103.8429905;309
1.2736829;103.6333533;310
1.2737404;103.81183;311
1.2737481;103.8464334;312
1.2737509;103.8211946;313
1.273752;103.845723;314
1.273767;103.8450399;315
1.2737843;103.8282519;316
1.2738026;103.8421993;317
1.2738102;103.8111707;318
1.273832;103.794773;319
1.273851;103.8423563;320
1.273859;103.79464;321
1.2738977;103.8345326;322
1.2739088;103.809296;323
1.2739236;103.8444671;324
1.2739306;103.8089365;325
1.273933;103.846127;326
1.2739474;103.8120715;327
1.2739669;103.8444453;328
1.2739914;103.8209274;329
1.274015;103.842175;330
1.2740321;103.8405064;331
1.2740355;103.8253874;332
1.2740383;103.8426054;333
1.27404;103.842581;334
1.2740686;103.8077508;335
1.2740918;103.8426845;336
1.2740923;103.8074939;337
1.2740932;103.8067205;338
1.2740967;103.8441783;339
1.2741051;103.8423392;340
1.2741055;103.8366159;341
1.2741434;103.810668;342
1.2741507;103.8448617;343
1.2741556;103.8425305;344
1.274161;103.794369;345
1.2741756;103.8104415;346
1.2741796;103.809717;347
1.2741916;103.7943229;348
1.2741938;103.8457775;349
1.2741965;103.8084003;350
1.2742268;103.8224586;351
1.2742348;103.8437368;352
1.2742367;103.8456297;353
1.274264;103.722474;354
1.2742752;103.8456739;355
1.2742801;103.8113923;356
1.274284;103.794512;357
1.2742907;103.844827;358
1.274292;103.79506;359
1.2743199;103.794539;360
1.274384;103.794563;361
1.2744011;103.8425526;362
1.2744038;103.8088114;363
1.274411;103.807277;364
1.2744257;103.8443157;365
1.274441;103.794591;366
1.274459;103.794915;367
1.2744705;103.6756362;368
1.2744804;103.8348949;369
1.2744914;103.8470833;370
1.2744922;103.8426644;371
1.2744995;103.8447681;372
1.2745039;103.8439529;373
1.2745122;103.8254424;374
1.2745217;103.8437639;375
1.2745221;103.8214536;376
1.2745359;103.794639;377
1.2745397;103.8107131;378
1.2745484;103.8458325;379
1.274566;103.84557;380
1.2745973;103.8456912;381
1.2746029;103.8125244;382
1.274645;103.794699;383
1.274703;103.794726;384
1.2747144;103.7966616;385
1.2747204;103.8423023;386
1.2747341;103.8353025;387
1.2747644;103.809717;388
1.2747654;103.8362536;389
1.2748177;103.8467157;390
1.274828;103.7947949;391
1.2748311;103.8108943;392
1.2748535;103.8067132;393
1.274857;103.795516;394
1.27486;103.797787;395
1.274864;103.795241;396
1.2748689;103.8440435;397
1.274869;103.7953;398
1.2748822;103.8444788;399
1.274913;103.795128;400
1.274915;103.845817;401
1.2749161;103.8087208;402
1.2749315;103.8458304;403
1.274935;103.8453116;404
1.2749407;103.8436571;405
1.2749822;103.842795;406
1.2749966;103.7912729;407
1.2750316;103.8435506;408
1.2750321;103.8435511;409
1.2750332;103.8411902;410
1.2750395;103.8130988;411
1.2750509;103.8210952;412
1.2750693;103.8238799;413
1.2750968;103.8420057;414
1.2751128;103.7963581;415
1.2751545;103.8411835;416
1.275157;103.8411476;417
1.275172;103.80679;418
1.2751822;103.8253066;419
1.2751853;103.7965311;420
1.2752058;103.8461061;421
1.2752138;103.8425777;422
1.2752421;103.8410718;423
1.275251;103.7962189;424
1.275266;103.8193647;425
1.2752791;103.8358913;426
1.275288;103.797804;427
1.2753387;103.6314945;428
1.2753464;103.8410478;429
1.2753474;103.8111688;430
1.2753539;103.8099914;431
1.275366;103.8410433;432
1.2753676;103.8463986;433
1.2753745;103.79648;434
1.2753986;103.8410358;435
1.2754073;103.813614;436
1.2754208;103.8456121;437
1.2754417;103.820678;438
1.2754615;103.7965402;439
1.2754635;103.8416603;440
1.275471;103.797337;441
1.2754812;103.836827;442
1.2754889;103.8376122;443
1.2754936;103.8418338;444
1.2755055;103.8140438;445
1.2755081;103.8417397;446
1.275524;103.844573;447
1.2755289;103.8410057;448
1.2755466;103.841746;449
1.2755488;103.7965812;450
1.2755493;103.7965614;451
1.2755519;103.6321114;452
1.275564;103.797425;453
1.2755667;103.8356566;454
1.2755784;103.8412807;455
1.2755811;103.8409937;456
1.2755848;103.8417533;457
1.2756138;103.8360601;458
1.2756153;103.7996089;459
1.2756231;103.8417606;460
1.2756248;103.8302775;461
1.2756353;103.7966218;462
1.275636;103.848193;463
1.2756361;103.8481929;464
1.2756444;103.810354;465
1.2756464;103.8386912;466
1.2756548;103.8003379;467
1.275667;103.8356916;468
1.2756815;103.8265166;469
1.2756954;103.8274594;470
1.2756979;103.8357264;471
1.2756998;103.8458098;472
1.2757133;103.796652;473
1.2757232;103.796642;474
1.2757289;103.8357612;475
1.2757309;103.8198763;476
1.2757598;103.835796;477
1.2757603;103.8092221;478
1.275763;103.8432781;479
1.2757645;103.7956284;480
1.2757936;103.8358356;481
1.2758052;103.8409584;482
1.2758279;103.8408356;483
1.2758523;103.6222762;484
1.2758614;103.8359121;485
1.27587;103.8111029;486
1.2758869;103.8458927;487
1.2759187;103.835719;488
1.2759258;103.8202096;489
1.2759278;103.6365117;490
1.27593;103.8359923;491
1.275931;103.867552;492
1.2759609;103.8360271;493
1.2759631;103.6767958;494
1.2759636;103.8392242;495
1.2759837;103.8202326;496
1.2759895;103.8355611;497
1.2760223;103.835813;498
1.2760228;103.8360967;499
1.2760241;103.8249063;500
1.2760299;103.8356069;501
1.2760339;103.838201;502
1.2760366;103.8435529;503
1.2760379;103.8374764;504
1.2760634;103.8356444;505
1.2760711;103.8382439;506
1.276072;103.7932794;507
1.2760747;103.835881;508
1.2760885;103.8361701;509
1.2760941;103.8481899;510
1.2761117;103.8362011;511
1.2761278;103.8357147;512
1.2761294;103.8474403;513
1.2761378;103.632051;514
1.2761427;103.8362359;515
1.2761723;103.8207692;516
1.2761806;103.7266533;517
1.2761908;103.8357864;518
1.276192;103.8294802;519
1.276197;103.8095846;520
1.2761982;103.8354402;521
1.2762034;103.8453327;522
1.276209;103.835464;523
1.2762126;103.8355282;524
1.2762142;103.630486;525
1.2762161;103.8363142;526
1.276221;103.845849;527
1.2762293;103.8116662;528
1.2762445;103.8043413;529
1.2762545;103.8372528;530
1.2762548;103.8363528;531
1.276257;103.843738;532
1.2762594;103.8355101;533
1.2762612;103.8373077;534
1.2762696;103.8373587;535
1.2762741;103.8374029;536
1.2762763;103.8356535;537
1.2762793;103.8364238;538
1.2762819;103.8299795;539
1.2762857;103.8363876;540
1.2762906;103.837452;541
1.2763024;103.8356196;542
1.276305;103.8440437;543
1.2763122;103.8366949;544
1.2763166;103.8364224;545
1.2763215;103.8375464;546
1.2763239;103.8016511;547
1.2763325;103.8292722;548
1.276338;103.7971787;549
1.2763546;103.8356201;550
1.2763625;103.8365674;551
1.2763642;103.8377935;552
1.276365;103.844115;553
1.2763656;103.8366996;554
1.276375;103.8428138;555
1.2763792;103.836929;556
1.2763798;103.8356493;557
1.276381;103.835762;558
1.2763823;103.842097;559
1.2763839;103.8380402;560
1.2763851;103.835812;561
1.2763883;103.8380882;562
1.276392;103.792264;563
1.2764001;103.8192299;564
1.2764059;103.8300797;565
1.2764094;103.8365268;566
1.2764114;103.8382037;567
1.2764139;103.8357137;568
1.2764194;103.837127;569
1.276421;103.8371005;570
1.276438;103.79778;571
1.2764424;103.8357617;572
1.2764499;103.8421424;573
1.2764633;103.83654;574
1.2764702;103.8358889;575
1.2764703;103.6325003;576
1.2764731;103.8357911;577
1.2764775;103.8446916;578
1.2764784;103.7988865;579
1.2764985;103.8420784;580
1.2765022;103.8357986;581
1.2765029;103.7926477;582
1.2765064;103.836151;583
1.2765154;103.8377472;584
1.2765183;103.7926245;585
1.2765188;103.8490675;586
1.2765281;103.8378259;587
1.2765292;103.8421408;588
1.2765397;103.8379225;589
1.2765466;103.8301663;590
1.2765523;103.8371061;591
1.276568;103.8362179;592
1.2765691;103.83589;593
1.2765712;103.838051;594
1.2765715;103.8447083;595
1.2765967;103.8421736;596
1.276597;103.8371004;597
1.2766016;103.8362555;598
1.276606;103.792051;599
1.2766115;103.82019;600
1.2766159;103.819864;601
1.2766236;103.837024;602
1.2766344;103.8362876;603
1.2766348;103.8379211;604
1.2766349;103.8375416;605
1.276638;103.8373171;606
1.2766417;103.8370946;607
1.2766454;103.8359746;608
1.276655;103.8113;609
1.2766557;103.836922;610
1.2766559;103.837636;611
1.2766579;103.8359642;612
1.2766607;103.8380742;613
1.2766615;103.8376775;614
1.2766664;103.8235653;615
1.276668;103.8363251;616
1.2766698;103.8114559;617
1.2766755;103.8455053;618
1.2766772;103.8422014;619
1.2766836;103.8208603;620
1.2766864;103.8370889;621
1.2766926;103.8359988;622
1.2767015;103.8363627;623
1.2767177;103.8360219;624
1.2767204;103.8370122;625
1.2767311;103.8370831;626
1.2767353;103.8474797;627
1.276747;103.8360544;628
1.2767517;103.836923;629
1.2767608;103.8189544;630
1.276768;103.836157;631
1.2767742;103.7925984;632
1.2767758;103.8370774;633
1.2767764;103.8084209;634
1.276777;103.8254989;635
1.2767814;103.7936752;636
1.2767879;103.838202;637
1.2767881;103.6325325;638
1.2767966;103.8372722;639
1.2768001;103.8373231;640
1.2768013;103.8364704;641
1.2768055;103.8361196;642
1.2768063;103.83738;643
1.2768107;103.8374241;644
1.276818;103.8374751;645
1.2768205;103.8370716;646
1.276834;103.8365063;647
1.2768357;103.8381914;648
1.2768388;103.8361549;649
1.2768432;103.8376619;650
1.276845;103.836163;651
1.2768543;103.8377022;652
1.276867;103.8369966;653
1.2768679;103.832874;654
1.2768705;103.8388678;655
1.2768718;103.8378012;656
1.2768743;103.8362129;657
1.27688;103.8378464;658
1.2768973;103.83622;659
1.2769086;103.8369928;660
1.276918;103.8362553;661
1.2769181;103.8313352;662
1.2769265;103.8362526;663
1.27693;103.836338;664
1.276938;103.8381689;665
1.276943;103.8476169;666
1.2769509;103.8369882;667
1.2769581;103.7928006;668
1.2769671;103.8257905;669
1.2769715;103.8363345;670
1.276973;103.7930049;671
1.2769857;103.8381583;672
1.2769864;103.8369851;673
1.2769877;103.8309096;674
1.2769993;103.8380887;675
1.2770013;103.8363353;676
1.2770081;103.8419462;677
1.2770151;103.836919;678
1.2770164;103.8381498;679
1.2770264;103.8363651;680
1.2770348;103.8369799;681
1.2770373;103.8218525;682
1.2770504;103.838984;683
1.2770544;103.8399439;684
1.2770566;103.820226;685
1.2770576;103.6321503;686
1.2770595;103.8204583;687
1.2770641;103.8381392;688
1.2770778;103.6304594;689
1.277105;103.83813;690
1.2771169;103.8206751;691
1.2771171;103.8381836;692
1.2771383;103.8424276;693
1.2771406;103.8490624;694
1.2771468;103.8485274;695
1.2771481;103.8175278;696
1.2771667;103.8426831;697
1.2771709;103.8383596;698
1.277176;103.8365537;699
1.2771816;103.8368875;700
1.277194;103.8366465;701
1.2771955;103.8196789;702
1.277206;103.8367137;703
1.277206;103.632921;704
1.2772184;103.8288264;705
1.277224;103.844888;706
1.2772333;103.8369419;707
1.2772368;103.8387898;708
1.2772382;103.8368469;709
1.2772391;103.7975418;710
1.277248;103.8366964;711
1.2772547;103.83113;712
1.2772555;103.8087208;713
1.277257;103.8367359;714
1.277263;103.8367684;715
1.2772658;103.8370928;716
1.2772699;103.8368029;717
1.2772705;103.8371459;718
1.2772753;103.837199;719
1.277279;103.793142;720
1.2772806;103.8100056;721
1.277281;103.8368799;722
1.277294;103.717588;723
1.277306;103.845579;724
1.2773188;103.8099055;725
1.277324;103.843567;726
1.2773247;103.8436988;727
1.2773291;103.8376332;728
1.2773322;103.8213997;729
1.277334;103.8442893;730
1.2773468;103.8441918;731
1.2773522;103.8310907;732
1.2773609;103.8447315;733
1.2773729;103.8436991;734
1.2773737;103.8379052;735
1.2773827;103.8442976;736
1.2773828;103.8379426;737
1.277389;103.8379906;738
1.2773937;103.8441998;739
1.2774171;103.839582;740
1.2774308;103.819242;741
1.277431;103.818672;742
1.2774313;103.8437101;743
1.2774315;103.8443059;744
1.2774462;103.8442092;745
1.2774483;103.7904533;746
1.2774492;103.8400579;747
1.2774598;103.78973;748
1.2774736;103.7939006;749
1.277477;103.792758;750
1.2774773;103.808268;751
1.277478;103.8481197;752
1.2774803;103.8443142;753
1.2774903;103.8442158;754
1.2775;103.843554;755
1.2775023;103.8434332;756
1.2775026;103.8203355;757
1.2775202;103.7893327;758
1.277523;103.790288;759
1.2775399;103.843549;760
1.2775428;103.8442251;761
1.2775441;103.8227582;762
1.2775574;103.842661;763
1.2775577;103.8426603;764
1.2775595;103.8426548;765
1.2775598;103.8426541;766
1.2775659;103.8426363;767
1.2775695;103.8436786;768
1.2775771;103.838416;769
1.2775804;103.8494332;770
1.2775936;103.8434037;771
1.2775944;103.790086;772
1.2775972;103.8437146;773
1.2776067;103.8478746;774
1.2776194;103.8493689;775
1.2776266;103.844339;776
1.2776397;103.8433965;777
1.2776459;103.8406406;778
1.277656;103.8437244;779
1.2776565;103.828917;780
1.2776577;103.8427451;781
1.2776632;103.8376539;782
1.2776736;103.8078059;783
1.2776743;103.8178793;784
1.2776753;103.8443473;785
1.2776836;103.8089371;786
1.2776861;103.8433005;787
1.2776947;103.8426693;788
1.2776998;103.6321476;789
1.27772;103.8040118;790
1.2777241;103.8443556;791
1.2777275;103.7915834;792
1.2777366;103.8476215;793
1.2777375;103.8423119;794
1.2777387;103.6347654;795
1.277749;103.842273;796
1.2777596;103.8437198;797
1.277767;103.794438;798
1.2777689;103.8483915;799
1.2777716;103.8432589;800
1.2777729;103.8443639;801
1.2777793;103.8432113;802
1.2777868;103.8431646;803
1.2778037;103.7912456;804
1.277807;103.8441943;805
1.2778105;103.8437374;806
1.277812;103.866753;807
1.2778137;103.8422616;808
1.277819;103.843575;809
1.277821;103.864848;810
1.2778216;103.8443722;811
1.2778221;103.8422368;812
1.2778231;103.8218752;813
1.2778263;103.8444436;814
1.277839;103.791339;815
1.2778529;103.8197695;816
1.2778549;103.8194072;817
1.2778647;103.6330394;818
1.2778654;103.8437456;819
1.2778656;103.8207883;820
1.2778694;103.8300944;821
1.2778704;103.8443805;822
1.277876;103.84358;823
1.2778818;103.8422176;824
1.2778843;103.8434784;825
1.2778911;103.8427718;826
1.277896;103.8442299;827
1.277898;103.840963;828
1.2779106;103.8225771;829
1.2779133;103.8431146;830
1.2779138;103.843023;831
1.2779152;103.8437616;832
1.2779192;103.8443888;833
1.2779194;103.8421917;834
1.277927;103.843029;835
1.2779357;103.8442878;836
1.277939;103.843604;837
1.2779402;103.8442985;838
1.2779492;103.8431369;839
1.277957;103.8421657;840
1.2779589;103.7913161;841
1.277966;103.854482;842
1.2779679;103.844397;843
1.2779695;103.8437701;844
1.2779765;103.8431221;845
1.2779927;103.8443079;846
1.2780034;103.8444617;847
1.2780167;103.8444053;848
1.2780195;103.8488985;849
1.2780237;103.8435467;850
1.2780238;103.8437814;851
1.2780251;103.7883466;852
1.278027;103.8479839;853
1.2780281;103.8421166;854
1.2780284;103.8443103;855
1.278029;103.789255;856
1.2780316;103.8435825;857
1.278033;103.790792;858
1.2780505;103.8431523;859
1.2780555;103.8441923;860
1.2780581;103.8442705;861
1.2780633;103.8213997;862
1.2780637;103.8435614;863
1.2780638;103.8442888;864
1.2780656;103.8420907;865
1.2780666;103.842838;866
1.278075;103.842572;867
1.2780758;103.8437904;868
1.2780798;103.8364307;869
1.278083;103.840719;870
1.2780901;103.8431702;871
1.278092;103.8441923;872
1.2780984;103.8420675;873
1.2780998;103.8444766;874
1.2781106;103.8442759;875
1.2781135;103.8444351;876
1.2781252;103.7967676;877
1.2781296;103.843188;878
1.278132;103.843883;879
1.2781359;103.8444952;880
1.278136;103.8420416;881
1.2781374;103.844249;882
1.2781432;103.84359;883
1.278156;103.846082;884
1.2781591;103.8431193;885
1.2781676;103.8432063;886
1.2781758;103.8480935;887
1.2781803;103.8436054;888
1.2781825;103.8438282;889
1.278189;103.8431082;890
1.2781936;103.8484989;891
1.2782034;103.8490529;892
1.2782046;103.8432348;893
1.2782095;103.8419895;894
1.2782097;103.8444524;895
1.2782145;103.820494;896
1.2782254;103.8185015;897
1.2782282;103.8442895;898
1.278233;103.8438488;899
1.2782374;103.8296416;900
1.27824;103.842594;901
1.278247;103.8431628;902
1.2782508;103.8432941;903
1.278254;103.789899;904
1.2782543;103.8431378;905
1.2782573;103.8419592;906
1.2782636;103.8481705;907
1.2782815;103.8435791;908
1.2782838;103.8432791;909
1.2782854;103.8438603;910
1.2782924;103.8442963;911
1.2782927;103.8442603;912
1.2783;103.791869;913
1.2783072;103.8444689;914
1.2783154;103.8487085;915
1.2783155;103.7898216;916
1.2783232;103.8495527;917
1.2783232;103.8432971;918
1.278324;103.842646;919
1.2783259;103.8424355;920
1.278326;103.787467;921
1.2783296;103.6324013;922
1.2783308;103.8444831;923
1.2783336;103.8438785;924
1.2783374;103.8419049;925
1.2783415;103.8458356;926
1.278343;103.8443332;927
1.2783469;103.789094;928
1.278356;103.8444772;929
1.2783649;103.8443381;930
1.2783712;103.8433434;931
1.2783804;103.8404262;932
1.2783811;103.8432185;933
1.2783817;103.8437589;934
1.278384;103.842659;935
1.2783857;103.8436952;936
1.278387;103.790533;937
1.278389;103.8481467;938
1.278392;103.791279;939
1.2783964;103.8444834;940
1.2784008;103.8433351;941
1.2784013;103.8480656;942
1.2784033;103.8425785;943
1.2784136;103.8404086;944
1.2784173;103.7897741;945
1.2784242;103.8439134;946
1.2784247;103.8437035;947
1.2784304;103.84324;948
1.2784398;103.8194072;949
1.2784428;103.843352;950
1.2784452;103.8444917;951
1.2784458;103.848261;952
1.2784468;103.840391;953
1.2784546;103.8499767;954
1.2784591;103.8439301;955
1.2784681;103.8275584;956
1.2784696;103.8426244;957
1.2784743;103.8405132;958
1.2784755;103.8427803;959
1.2784789;103.8428048;960
1.2784794;103.8440187;961
1.2784798;103.8432615;962
1.2784799;103.8403735;963
1.2784819;103.8433707;964
1.2784871;103.8416809;965
1.2784939;103.8445;966
1.2784943;103.8437971;967
1.2785131;103.8403559;968
1.2785168;103.8022958;969
1.2785176;103.8444017;970
1.278521;103.8433856;971
1.278525;103.842715;972
1.2785257;103.8432824;973
1.2785289;103.8438088;974
1.2785311;103.8439526;975
1.2785334;103.8437394;976
1.2785427;103.8445083;977
1.2785435;103.7863719;978
1.2785462;103.8403383;979
1.2785482;103.8388509;980
1.2785492;103.8261093;981
1.2785611;103.8434015;982
1.2785633;103.8427396;983
1.2785653;103.7897158;984
1.2785693;103.8437513;985
1.2785791;103.8437129;986
1.2785794;103.8403208;987
1.278581;103.789784;988
1.2785816;103.8406523;989
1.2785885;103.8434059;990
1.2785949;103.8416902;991
1.2786089;103.8409977;992
1.2786131;103.8439879;993
1.2786173;103.827015;994
1.2786219;103.8432761;995
1.2786335;103.8443306;996
1.2786457;103.8402857;997
1.278646;103.8484196;998
1.2786475;103.850132;999
1.2786477;103.8428552;1000
1.27865;103.789096;1001
1.2786542;103.8409782;1002
1.2786548;103.8180947;1003
1.2786591;103.8468346;1004
1.2786643;103.7896781;1005
1.2786687;103.8406038;1006
1.278669;103.843997;1007
1.27867;103.8174148;1008
1.2786725;103.8444636;1009
1.2786736;103.8493407;1010
1.2786775;103.8408448;1011
1.2786789;103.8402681;1012
1.2786907;103.8428739;1013
1.2786907;103.8409621;1014
1.2786934;103.8264716;1015
1.2787062;103.8438514;1016
1.278707;103.843351;1017
1.2787096;103.8428097;1018
1.278712;103.8402505;1019
1.2787124;103.8405796;1020
1.278755;103.789715;1021
1.2787565;103.7919929;1022
1.2787642;103.8435226;1023
1.2787642;103.842002;1024
1.2787656;103.7897811;1025
1.27877;103.823885;1026
1.27877;103.8409466;1027
1.278779;103.842812;1028
1.278788;103.84039;1029
1.2787957;103.8481161;1030
1.2787961;103.8438446;1031
1.2787969;103.8433686;1032
1.2788011;103.8437645;1033
1.2788063;103.8192261;1034
