reg_date;point;ssic_1;ssic_2;local;id
19940103;112;468;569;"";1
19940103;2159;200;569;1;2
19940103;147;600;"";"";3
19940103;15956;813;"";1;4
19940103;7146;479;"";"";5
19940103;1147;480;"";"";6
19940103;14027;"";"";1;7
19940103;1514;233;"";"";8
19940103;688;763;569;1;10
19940103;1603;745;"";"";11
19940103;287;"";746;1;12
19940103;22026;425;423;"";13
19940103;3031;605;489;"";14
19940103;6455;479;"";"";15
19940103;21238;819;"";"";16
19940103;2044;571;481;"";17
19940103;4981;480;576;"";18
19940103;176;987;"";"";19
19940103;948;903;"";1;20
19940103;95;750;"";"";21
19940103;378;569;468;1;22
19940103;18712;571;569;"";23
19940103;285;453;864;1;24
19940103;1439;652;468;"";25
19940103;1894;645;645;"";26
19940103;1603;734;"";"";27
19940103;8453;762;813;1;28
19940103;2848;633;"";"";29
19940103;95;487;485;1;30
19940103;16364;835;"";"";31
19940103;2811;869;624;"";32
19940103;1723;881;"";"";33
19940103;73;582;"";"";34
19940103;43;695;"";1;35
19940103;234;"";430;"";36
19940103;82;762;762;1;37
19940103;948;609;620;"";38
19940103;1014;445;569;1;39
19940103;11929;651;652;"";40
19940103;13;569;468;"";41
19940103;2258;819;815;1;42
19940103;12328;468;"";"";43
19940103;4552;762;569;1;44
19940103;1782;713;1013;"";45
19940103;11511;829;"";1;46
19940103;1603;538;"";"";47
19940103;1603;909;468;"";48
19940103;2144;829;"";1;49
19940103;9793;762;762;1;50
19940103;1023;569;480;1;51
19940103;1284;928;"";1;52
19940103;37;444;538;1;53
19940103;155;961;"";"";54
19940103;631;431;569;"";55
19940103;94;578;"";"";56
19940103;1032;375;428;"";57
19940103;4867;858;"";"";58
19940103;13529;531;569;"";59
19940103;3244;812;"";1;60
19940103;70;914;"";"";61
19940103;476;"";"";"";62
19940103;19608;625;574;"";63
19940103;319;763;"";1;64
19940103;17394;444;272;"";65
19940103;1255;468;"";1;66
19940103;2328;763;"";1;67
19940103;3221;430;864;1;68
19940103;626;544;569;1;69
19940103;11252;826;829;1;70
19940103;404;472;569;"";71
19940103;2273;970;"";1;72
19940103;6192;650;569;"";73
19940103;13853;531;434;"";74
19940103;237;625;626;"";75
19940103;1109;569;"";1;76
19940103;626;651;928;"";77
19940103;287;762;569;1;78
19940103;5566;534;"";"";79
19940103;1888;704;762;1;80
19940103;636;534;265;"";81
19940103;44;513;624;"";82
19940103;1687;507;569;"";83
19940103;11375;838;835;"";84
19940103;1301;881;629;"";85
19940103;112;569;624;"";86
19940103;260;1031;"";"";87
19940103;1365;832;829;1;88
19940103;3206;569;"";"";89
19940103;212;560;"";1;90
19940103;3793;615;167;1;91
19940103;688;428;909;1;92
19940103;1603;521;605;"";93
19940103;16843;444;445;"";94
19940103;73;468;569;"";95
19940103;218;906;907;"";96
19940103;1603;962;"";"";97
19940103;1603;829;"";"";98
19940103;1603;916;919;"";99
19940103;43;624;579;"";100
19940103;948;1011;"";1;101
19940103;688;569;468;1;102
19940103;799;562;"";1;103
19940103;3509;139;713;1;104
19940103;1767;710;"";"";105
19940103;825;48;480;"";106
19940103;8795;1039;"";"";107
19940103;9107;569;139;"";108
19940103;825;712;711;"";109
19940103;5003;569;515;"";110
19940103;4877;928;836;1;111
19940103;1723;569;"";1;112
19940103;561;762;569;1;113
19940103;688;569;"";1;114
19940103;3190;139;713;1;115
19940103;2733;530;468;1;116
19940104;94;698;695;"";117
19940104;3576;585;"";1;118
19940104;13;430;569;1;119
