reg_date;point;ssic_1;ssic_2;local;id
20010102;1603;571;571;"";1
20010102;2656;829;835;"";2
20010102;1349;140;"";"";3
20010102;342;587;605;"";4
20010102;82;763;569;1;5
20010102;5099;763;569;1;6
20010102;12010;430;468;"";7
20010102;215;444;"";"";8
20010102;1415;430;569;"";9
20010102;6236;816;"";"";10
20010102;15072;453;560;"";11
20010102;1603;961;468;"";12
20010102;596;103;285;1;13
20010102;15736;946;944;"";14
20010102;1603;909;468;"";15
20010102;1095;447;445;"";16
20010102;723;829;763;1;17
20010102;7345;831;"";"";18
20010102;6236;738;569;1;19
20010102;1023;746;569;1;20
20010102;6734;816;"";"";21
20010102;82;738;829;1;22
20010102;1030;430;"";1;23
20010102;3190;1056;"";1;24
20010102;481;590;"";"";25
20010102;29;824;"";1;26
20010102;218;569;"";"";27
20010102;70;740;746;"";28
20010102;765;430;453;"";29
20010102;13171;487;569;1;30
20010102;1514;850;847;"";31
20010102;1019;458;430;1;32
20010102;1030;726;920;1;33
20010102;825;285;375;1;34
20010102;3992;442;651;"";35
20010102;1603;569;909;"";36
20010102;1695;569;829;"";37
20010102;73;569;604;"";38
20010102;1603;961;"";"";39
20010102;4098;1039;"";"";40
20010102;1603;569;928;"";41
20010102;2124;578;969;"";42
20010102;1927;968;1056;1;43
20010102;1603;569;430;"";44
20010102;285;923;"";"";45
20010102;3499;569;"";"";46
20010102;43;711;"";"";47
20010102;112;575;569;"";48
20010102;3576;763;"";1;49
20010102;94;569;593;"";50
20010102;626;430;439;"";51
20010102;24;1013;998;"";52
20010102;3345;379;379;"";53
20010102;73;140;"";1;54
20010102;459;569;"";"";55
20010102;414;829;928;"";56
20010102;1603;453;864;"";57
20010102;688;1058;"";"";58
20010102;812;667;553;"";59
20010102;218;903;569;"";60
20010102;1095;569;"";"";61
20010102;1171;489;"";"";62
20010102;562;864;"";1;63
20010102;10279;928;"";1;64
20010102;3361;920;1000;1;65
20010102;215;226;569;1;66
20010102;4797;"";"";1;67
20010102;693;541;468;1;68
20010102;88;375;534;"";69
