reg_date;point;ssic_1;ssic_2;local;id
19130120;3912;659;"";"";1
19130120;21;1056;"";1;2
19130128;29;10;"";1;3
19130205;287;1056;"";1;4
19130215;29;10;"";1;5
19130307;21;1056;"";1;6
19130327;10;815;"";1;7
19130327;21;1056;"";1;8
19130401;21;10;"";1;9
19130404;21;815;"";1;10
19130414;21;1056;"";1;11
19130421;29;1056;"";1;12
19130507;21;1056;"";1;13
19130524;21;1056;"";1;14
19130710;29;116;"";1;15
19130814;287;846;"";1;16
19130829;287;569;"";1;17
19130924;299;1056;"";1;18
19130925;21;1056;"";"";19
