reg_date;point;ssic_1;ssic_2;local;id
19990102;4741;468;569;"";1
19990102;13;569;"";"";2
19990102;1603;998;"";"";3
19990102;1603;841;822;"";4
19990102;10064;633;"";"";5
19990102;4911;869;"";"";6
19990102;5190;698;961;"";7
19990102;7415;928;"";1;8
19990102;175;928;"";"";9
19990102;16;468;"";"";10
19990102;11056;487;569;1;11
19990102;58;1029;"";"";12
19990102;3667;297;355;1;13
19990102;79;969;977;"";14
19990102;136;444;"";"";15
19990102;925;379;467;"";16
19990102;43;569;"";1;17
19990102;378;439;569;1;18
19990102;5018;763;744;1;19
19990102;626;719;736;1;20
19990102;4552;716;140;"";21
19990102;42;819;569;1;22
19990102;24;453;"";"";23
19990102;982;953;569;1;24
19990102;5099;763;569;1;25
19990102;626;428;430;1;26
19990102;1401;375;434;"";27
19990102;1102;463;430;1;28
19990102;496;497;"";"";29
19990102;1287;297;375;1;30
19990102;82;569;572;1;31
19990102;21037;1045;1056;1;32
19990102;20537;38;"";"";33
19990102;5383;710;"";1;34
19990102;176;1041;"";"";35
19990102;128;344;569;1;36
19990102;1102;412;453;"";37
19990102;5102;748;"";1;38
19990102;11973;569;"";1;39
19990102;82;468;569;"";40
19990102;287;806;812;1;41
19990102;13928;763;"";1;42
19990102;946;431;375;1;43
19990102;323;1012;569;1;44
19990102;13776;763;829;1;45
19990102;2909;739;"";"";46
19990102;58;438;468;1;47
19990102;1603;487;"";1;48
19990102;799;569;"";1;49
19990102;698;"";569;1;50
19990102;91;717;"";"";51
19990102;3142;430;823;1;52
19990102;15785;984;"";1;53
19990102;29;928;"";1;54
19990102;42;829;468;"";55
19990102;626;1045;"";"";56
19990102;1109;912;928;"";57
19990102;215;829;"";"";58
19990102;1171;428;569;1;59
19990102;5018;667;674;"";60
19990102;12012;569;"";"";61
19990102;6093;829;569;"";62
19990102;688;631;"";"";63
19990102;2144;720;"";"";64
19990102;155;607;"";"";65
19990102;43;569;"";"";66
19990102;1109;569;468;"";67
19990102;76;709;607;"";68
19990102;175;1044;1044;"";69
19990102;91;578;641;"";70
19990102;750;746;829;"";71
19990102;792;1045;"";"";72
19990102;79;744;"";"";73
19990102;323;518;928;1;74
19990102;4061;1;645;"";75
19990102;33;520;"";"";76
19990102;1632;571;"";"";77
19990102;1485;484;763;1;78
19990102;82;550;569;1;79
19990102;45;372;569;1;80
19990104;11091;531;285;"";81
19990104;269;569;"";"";82
19990104;1603;523;886;"";83
19990104;200;395;"";"";84
19990104;792;1058;"";"";85
19990104;73;578;615;"";86
19990104;8401;516;618;"";87
19990104;73;531;290;"";88
19990104;4108;968;970;1;89
19990104;8401;516;"";"";90
19990104;18028;379;567;"";91
19990104;2411;434;"";"";92
19990104;812;444;"";"";93
19990104;1856;579;"";"";94
19990104;1603;909;"";"";95
19990104;13853;969;578;"";96
19990104;533;650;651;"";97
19990104;2558;571;"";"";98
19990104;8401;526;527;"";99
19990104;378;354;569;"";100
19990104;70;651;"";"";101
19990104;285;595;444;"";102
19990104;8971;1045;"";"";103
19990104;2811;746;748;"";104
19990104;2746;"";705;"";105
19990104;636;725;"";"";106
19990104;1030;903;696;1;107
19990104;198;569;"";"";108
19990104;1469;1045;"";"";109
19990104;2098;624;615;"";110
19990104;7415;388;864;"";111
19990104;799;379;"";1;112
19990104;73;569;"";"";113
19990104;42;453;"";"";114
19990104;825;453;451;"";115
19990104;5808;841;1056;1;116
19990104;1291;896;"";1;117
19990104;688;534;"";"";118
19990104;82;763;"";1;119
19990104;722;835;829;"";120
