reg_date;point;ssic_1;ssic_2;local;id
19390103;59;1056;"";1;1
19390112;1258;569;468;1;2
19390116;29;181;"";"";3
19390120;261;1056;"";1;4
19390120;29;605;"";1;5
19390127;21;1056;"";1;6
19390127;287;1056;"";1;7
19390130;1291;516;616;1;8
19390130;29;25;"";1;9
19390216;21;1056;"";1;10
19390302;287;1056;"";"";11
19390322;21;1056;"";1;12
19390327;24;713;"";1;13
19390329;1284;782;"";"";14
19390329;21;40;"";1;15
19390403;21;1056;"";"";16
19390405;47;1056;"";1;17
19390410;21;1056;"";"";18
19390418;1327;163;467;1;19
19390421;295;1056;"";1;20
19390509;3432;909;"";1;21
19390520;29;909;"";"";22
19390530;176;813;"";1;23
19390606;29;1056;"";1;24
19390612;175;815;"";1;25
19390615;29;488;"";1;26
19390616;29;713;"";1;27
19390620;287;569;"";"";28
19390620;29;569;"";"";29
19390621;1364;762;"";1;30
19390802;12899;79;"";1;31
19390811;21;1056;"";"";32
19390906;799;763;"";1;33
19390906;1591;909;"";1;34
19390913;3870;569;"";1;35
19391013;295;1056;"";1;36
19391017;295;467;"";1;37
19391023;799;815;"";1;38
19391025;21;1056;"";1;39
19391029;59;1056;"";"";40
19391114;2144;569;"";"";41
19391118;47;1056;"";1;42
19391123;370;481;"";"";43
19391128;287;152;"";"";44
19391219;21;1056;"";1;45
