reg_date;point;ssic_1;ssic_2;local;id
20030102;269;354;352;"";1
20030102;1284;494;763;1;2
20030102;1611;841;"";"";3
20030102;792;699;498;"";4
20030102;2811;521;883;1;5
20030102;1083;569;576;"";6
20030102;12304;858;143;1;7
20030102;1287;515;"";"";8
20030102;1007;357;352;1;9
20030102;124;430;428;1;10
20030102;799;569;"";"";11
20030102;155;1011;"";1;12
20030102;6725;835;615;"";13
20030102;1284;494;763;1;14
20030102;175;614;"";"";15
20030102;1603;953;589;"";16
20030102;13795;531;588;"";17
20030102;13117;430;"";"";18
20030102;691;651;"";"";19
20030102;23303;961;"";"";20
20030102;100;696;696;1;21
20030102;342;763;928;1;22
20030102;1023;569;"";1;23
20030102;1284;"";1056;"";24
20030102;759;1013;"";"";25
20030102;481;569;"";1;26
20030102;3609;829;"";1;27
20030102;1485;"";"";1;28
20030102;2258;829;"";1;29
20030102;776;928;"";"";30
20030102;2258;569;598;"";31
20030102;2280;444;569;1;32
20030102;1856;816;"";"";33
20030102;10;574;705;1;34
20030102;1514;1029;574;"";35
20030102;1603;526;588;"";36
20030102;2942;375;"";"";37
20030102;73;928;1056;"";38
20030102;1265;698;650;"";39
20030102;1722;624;569;"";40
20030102;285;607;569;"";41
20030102;8595;835;"";"";42
20030102;342;962;"";"";43
20030102;7050;569;552;"";44
20030102;38;484;497;"";45
20030102;1981;574;"";"";46
20030102;688;569;829;"";47
20030102;2543;921;858;1;48
20030102;947;829;569;"";49
20030102;73;921;"";"";50
20030102;731;569;"";"";51
20030102;799;1047;"";"";52
20030102;7734;928;"";"";53
20030102;20373;496;621;"";54
20030102;6622;482;484;"";55
20030102;124;923;864;1;56
20030102;6095;609;620;"";57
20030102;198;748;928;1;58
20030102;24;651;1029;"";59
20030102;3;569;"";"";60
20030102;13859;696;1034;"";61
20030102;1598;829;"";1;62
20030102;1514;712;"";"";63
20030102;1567;467;380;"";64
20030102;3758;1051;498;"";65
20030102;29;763;"";1;66
20030102;200;1013;"";"";67
20030102;2144;835;"";"";68
20030102;1914;884;465;"";69
20030102;82;928;1056;"";70
20030102;1342;480;695;"";71
20030102;13762;651;695;"";72
20030102;29;1056;"";1;73
20030102;187;503;504;"";74
20030102;5497;909;914;1;75
20030102;2144;1045;928;"";76
20030102;24;569;"";"";77
20030102;82;928;"";"";78
20030102;20662;985;"";"";79
20030102;1284;"";746;1;80
20030102;17403;513;520;"";81
20030102;5102;569;531;"";82
20030102;269;545;"";1;83
20030102;82;763;1012;1;84
20030102;1163;360;430;1;85
20030102;94;631;569;"";86
20030102;1023;716;"";1;87
20030102;612;574;"";"";88
20030102;243;695;667;1;89
20030102;2029;375;747;1;90
20030102;626;569;"";1;91
20030102;2755;550;848;1;92
20030102;4309;"";956;"";93
20030102;799;592;569;"";94
20030102;690;928;961;"";95
20030102;2340;569;48;"";96
20030102;105;1056;"";"";97
20030102;2144;953;964;"";98
20030102;1023;344;"";1;99
20030102;1109;569;"";1;100
20030102;82;428;453;1;101
20030102;2144;494;"";"";102
20030102;6879;569;"";"";103
20030102;103;569;641;"";104
20030102;1603;909;"";"";105
20030102;2377;614;490;1;106
20030102;1284;494;763;1;107
20030102;155;624;615;1;108
20030102;695;1045;569;1;109
20030102;2990;763;"";1;110
20030102;2990;277;928;1;111
20030102;155;957;"";"";112
20030102;1856;569;"";"";113
20030102;175;609;"";"";114
20030102;3151;928;487;"";115
20030102;2667;1013;928;"";116
20030102;11815;709;"";"";117
20030102;1083;618;546;"";118
20030102;3361;513;624;"";119
20030102;13842;864;428;1;120
20030102;3347;763;569;1;121
20030102;95;558;556;1;122
20030102;91;569;795;1;123
20030102;13853;710;"";"";124
20030102;112;160;484;"";125
20030102;11215;650;"";"";126
20030102;16889;829;"";"";127
20030102;368;928;"";"";128
20030102;1502;576;569;1;129
20030102;29;928;569;1;130
20030102;1485;858;"";1;131
20030102;4552;491;513;"";132
20030102;218;428;468;"";133
20030102;626;430;445;"";134
20030102;6771;927;"";"";135
20030102;1342;896;"";"";136
20030102;626;822;430;"";137
20030102;1762;569;928;"";138
20030102;1603;651;"";"";139
20030102;373;589;"";"";140
20030102;20463;869;631;"";141
20030102;100;569;"";"";142
20030102;1284;921;"";"";143
20030102;792;1045;"";"";144
20030102;75;928;"";"";145
20030102;767;601;528;"";146
20030102;20052;444;909;"";147
20030102;5350;829;"";"";148
20030103;9671;698;695;"";149
20030103;1485;813;763;1;150
20030103;777;713;"";"";151
20030103;10229;763;"";1;152
20030103;1228;763;"";1;153
20030103;3958;710;711;"";154
20030103;990;539;569;"";155
20030103;1139;866;865;"";156
20030103;2279;428;447;1;157
20030103;1023;531;468;1;158
20030103;1603;829;592;1;159
20030103;3629;484;468;"";160
20030103;73;763;"";1;161
20030103;45;587;"";"";162
20030103;112;569;"";"";163
20030103;567;847;928;"";164
20030103;2755;569;763;1;165
20030103;12125;864;"";"";166
20030103;13789;847;"";1;167
20030103;2258;835;747;1;168
20030103;799;1051;829;"";169
20030103;849;534;582;1;170
20030103;20822;744;853;"";171
20030103;1030;956;"";1;172
20030103;218;698;651;"";173
20030103;1888;569;829;1;174
20030103;1346;829;"";1;175
20030103;626;829;"";1;176
20030103;2029;744;719;"";177
20030103;3361;1056;"";1;178
20030103;481;763;569;1;179
20030103;344;531;444;"";180
20030103;626;75;574;"";181
20030103;2042;928;1051;"";182
20030103;1284;763;569;1;183
20030103;7530;609;574;"";184
20030103;1618;928;"";"";185
20030103;1514;444;1056;"";186
20030103;95;744;746;1;187
20030103;496;"";"";"";188
20030103;636;921;894;1;189
20030103;1762;569;"";"";190
20030103;2543;515;"";1;191
20030103;2050;865;864;"";192
20030103;1030;656;"";"";193
20030103;477;589;510;"";194
20030103;7953;430;"";1;195
20030103;2279;858;"";"";196
20030103;2543;892;923;1;197
20030103;13842;480;46;"";198
20030103;140;704;711;"";199
20030103;1603;454;453;"";200
20030103;6541;1047;1045;1;201
20030103;1603;235;453;"";202
20030103;5603;627;"";"";203
20030103;4104;961;829;"";204
20030103;626;428;"";"";205
20030103;176;1013;"";"";206
20030103;6541;953;"";1;207
20030103;6930;961;964;"";208
20030103;1814;615;"";"";209
20030103;3499;428;453;"";210
20030103;1603;651;"";"";211
20030103;3192;869;1056;"";212
20030103;362;746;745;"";213
20030103;44;897;899;1;214
