reg_date;point;ssic_1;ssic_2;local;id
19780103;43;569;468;"";1
19780103;13;115;"";"";2
19780103;24;103;"";"";3
19780103;799;928;1044;"";4
19780103;73;676;"";1;5
19780103;1514;453;235;"";6
19780103;799;1044;"";"";7
19780103;1439;801;569;"";8
19780103;91;958;"";"";9
19780103;626;388;440;"";10
19780103;2990;789;"";"";11
19780103;29;1056;"";1;12
19780103;626;484;557;"";13
19780103;6935;828;113;1;14
19780103;2806;1042;"";1;15
19780103;33;375;841;1;16
19780103;1131;479;"";"";17
19780103;4455;571;"";"";18
19780103;79;488;"";"";19
19780103;24;909;154;"";20
19780103;925;534;310;1;21
19780104;5180;388;"";"";22
19780104;70;574;"";"";23
19780104;982;881;813;1;24
19780104;2206;846;829;1;25
19780104;143;444;"";"";26
19780104;155;497;"";"";27
19780104;73;609;569;"";28
19780104;12063;883;"";1;29
19780104;634;762;813;1;30
19780104;626;430;562;"";31
19780104;444;430;"";"";32
19780104;1030;971;402;"";33
19780104;636;"";"";1;34
19780104;175;909;"";"";35
19780104;14607;489;561;"";36
19780104;1023;825;"";"";37
19780104;23165;816;"";"";38
19780104;299;1039;"";"";39
19780104;6725;484;468;1;40
19780104;792;430;361;1;41
19780104;16;484;579;"";42
19780104;2847;704;"";1;43
19780104;45;430;388;"";44
19780104;1109;453;"";1;45
19780104;982;761;468;1;46
19780104;3309;661;660;1;47
19780104;688;1038;538;"";48
19780104;1437;235;"";"";49
19780104;2377;658;568;1;50
19780104;414;235;430;"";51
19780104;264;359;233;1;52
19780104;143;232;262;"";53
19780104;74;160;92;1;54
19780105;17033;392;539;"";55
19780105;82;97;"";1;56
19780105;1456;977;"";"";57
19780105;21;695;"";1;58
19780105;49;637;479;"";59
19780105;33;105;"";"";60
19780105;253;858;"";"";61
19780105;44;661;545;"";62
19780105;70;480;"";1;63
19780105;4552;819;1032;1;64
19780105;11881;625;604;"";65
19780105;5211;556;"";"";66
19780105;183;877;"";"";67
19780105;640;569;556;"";68
19780105;688;389;"";"";69
19780105;277;453;468;"";70
19780105;626;630;"";"";71
19780105;792;503;"";1;72
19780105;2461;545;"";"";73
19780105;13;488;"";"";74
19780105;141;569;"";"";75
19780105;167;11;"";"";76
19780105;88;601;606;"";77
19780105;73;858;"";"";78
19780105;10492;573;"";"";79
19780105;489;538;556;"";80
19780105;8;607;"";1;81
19780105;155;488;569;"";82
19780106;143;392;327;"";83
19780106;295;661;"";1;84
19780106;1603;569;828;1;85
19780106;82;676;569;1;86
19780106;24;430;"";"";87
19780106;4902;569;507;1;88
19780106;82;571;"";"";89
19780106;1016;388;394;"";90
19780106;1019;534;439;"";91
19780106;2159;1039;"";"";92
19780106;73;864;"";1;93
19780106;1390;569;801;1;94
19780106;176;497;"";"";95
19780106;73;428;359;1;96
19780106;1146;928;645;"";97
19780106;799;538;"";"";98
19780106;175;1044;"";"";99
19780106;1689;507;"";"";100
19780106;18843;430;453;"";101
19780106;298;511;"";1;102
19780106;73;595;453;"";103
19780106;1286;569;"";1;104
19780106;2556;"";467;"";105
19780106;1364;375;"";"";106
19780106;5301;909;"";"";107
19780106;351;561;25;"";108
19780106;13;489;"";"";109
19780106;13;816;"";"";110
19780106;496;762;762;1;111
19780106;10;569;"";1;112
19780106;14187;475;"";1;113
19780106;792;103;489;"";114
19780106;1872;816;"";"";115
19780106;18936;489;609;"";116
19780106;38;609;"";"";117
19780106;758;858;"";1;118
19780106;1284;"";"";1;119
19780106;688;567;676;1;120
19780106;1023;507;400;1;121
19780106;12;569;828;1;122
19780106;24;430;"";"";123
19780106;208;609;624;"";124
19780106;2258;829;916;1;125
19780106;693;661;"";1;126
19780107;3242;455;"";1;127
19780107;3199;698;560;"";128
19780107;82;453;388;"";129
19780107;70;375;"";"";130
19780107;82;129;597;"";131
19780107;317;650;"";"";132
19780107;73;"";"";1;133
19780107;1591;569;468;1;134
19780107;200;112;"";"";135
19780107;168;571;"";"";136
19780107;95;375;310;"";137
19780107;698;430;"";"";138
19780109;1373;594;"";"";139
19780109;4168;388;"";"";140
19780109;10723;375;897;"";141
19780109;82;503;601;"";142
19780109;45;430;430;"";143
19780109;99;648;909;"";144
19780109;1284;650;"";1;145
19780109;4552;106;"";1;146
19780109;3019;564;"";1;147
19780109;2159;762;"";1;148
19780109;74;504;"";"";149
19780109;7372;105;"";"";150
19780109;4508;819;762;1;151
19780109;668;461;430;"";152
19780109;4552;641;569;1;153
19780109;3994;105;"";"";154
19780109;1980;571;"";"";155
19780109;1211;562;"";"";156
19780109;1069;612;612;"";157
19780109;622;139;"";1;158
19780109;16819;479;473;"";159
19780109;58;698;774;"";160
19780109;82;762;"";1;161
19780109;1603;877;"";"";162
19780110;1598;548;"";1;163
19780110;5466;378;"";1;164
19780110;245;1049;129;"";165
19780110;5466;782;468;"";166
19780110;6315;597;535;"";167
19780110;11999;388;"";"";168
19780110;21;579;453;"";169
19780110;3190;139;"";"";170
19780110;1570;40;233;1;171
19780110;287;676;659;1;172
19780110;295;105;573;1;173
19780110;1023;569;488;1;174
19780110;155;829;"";1;175
19780110;95;825;829;"";176
19780110;6198;395;496;1;177
19780110;82;704;"";"";178
19780110;5805;598;"";"";179
19780110;484;897;"";"";180
19780110;6725;569;468;"";181
19780110;2233;235;453;"";182
19780110;96;428;569;1;183
19780110;219;388;388;"";184
19780110;8459;439;"";"";185
19780110;799;489;538;"";186
19780110;37;103;"";"";187
19780110;3646;704;"";1;188
19780110;21;538;"";"";189
19780110;287;774;"";"";190
19780110;3153;567;695;1;191
19780110;70;601;592;"";192
19780110;6236;188;516;1;193
19780110;972;32;510;"";194
19780110;5078;713;715;"";195
19780110;19862;15;480;"";196
19780110;1789;444;"";"";197
19780110;2275;375;"";"";198
19780110;935;597;"";"";199
19780110;1030;676;659;1;200
19780110;1812;816;"";"";201
19780111;295;619;"";"";202
19780111;2215;569;"";1;203
19780111;43;564;"";1;204
19780111;1032;576;"";"";205
19780111;542;1056;"";"";206
19780111;409;713;569;"";207
19780111;357;479;"";"";208
19780111;4822;609;"";"";209
19780111;45;80;"";"";210
19780111;5003;444;"";"";211
19780111;3244;829;"";1;212
19780111;1603;35;"";1;213
19780111;200;115;"";"";214
19780111;59;593;"";"";215
19780111;1032;402;286;"";216
19780111;3424;256;"";"";217
19780111;10;538;"";"";218
19780111;3975;569;430;"";219
19780111;260;453;430;"";220
19780111;405;917;340;"";221
19780111;1676;1013;"";"";222
19780111;82;916;"";"";223
19780111;155;607;"";"";224
19780111;4048;468;569;1;225
19780111;18342;858;833;1;226
19780111;481;704;572;1;227
19780111;8970;262;"";1;228
19780111;1409;544;556;"";229
19780111;688;998;"";"";230
19780111;82;713;519;"";231
19780111;105;897;682;"";232
19780111;208;124;538;"";233
19780112;688;762;"";1;234
19780112;1611;121;430;1;235
19780112;357;375;534;"";236
19780112;1204;534;534;"";237
19780112;1438;535;444;"";238
19780112;489;575;"";"";239
19780112;1495;1044;569;"";240
19780112;82;54;359;"";241
19780112;33;569;828;"";242
19780112;553;987;"";"";243
19780112;155;497;569;"";244
19780112;18289;105;"";"";245
19780112;2505;841;430;"";246
19780112;1514;571;580;"";247
19780112;49;517;"";"";248
19780112;14278;869;"";"";249
19780112;3064;573;"";"";250
19780112;7066;903;"";1;251
19780112;1032;430;375;"";252
19780112;566;468;497;"";253
19780112;9900;455;430;"";254
19780112;1796;430;"";1;255
19780112;688;440;"";1;256
19780112;688;169;"";1;257
19780112;29;"";"";1;258
19780112;688;569;"";1;259
19780112;481;569;828;1;260
19780112;1364;538;569;"";261
19780112;4590;1044;987;"";262
19780112;1220;473;538;"";263
19780112;344;562;569;"";264
19780112;3361;763;"";1;265
19780112;825;569;468;1;266
19780112;799;430;"";1;267
19780112;2265;235;"";1;268
19780113;45;85;"";"";269
19780113;748;762;"";1;270
19780113;10;961;909;"";271
19780113;73;676;659;1;272
19780113;1309;488;484;1;273
19780113;215;594;585;"";274
19780113;1186;661;897;"";275
19780113;5003;595;601;"";276
19780113;1143;695;"";1;277
19780113;6541;439;762;1;278
19780113;1208;562;914;"";279
19780113;8;375;430;"";280
19780113;799;569;828;1;281
19780113;1501;569;"";1;282
19780113;5134;413;"";"";283
19780113;21;695;"";1;284
19780113;2124;1032;297;"";285
19780113;88;637;479;"";286
19780113;9628;705;704;"";287
19780113;76;606;"";"";288
19780113;29;762;334;1;289
19780113;3347;360;241;1;290
19780113;13784;903;648;1;291
19780113;298;575;627;"";292
19780113;2232;571;"";"";293
19780114;1139;961;105;"";294
19780114;3519;374;329;1;295
19780114;278;601;583;"";296
19780114;723;569;90;1;297
19780114;155;569;903;"";298
19780114;626;439;"";"";299
19780114;596;118;535;"";300
19780114;124;841;584;"";301
19780114;29;479;"";"";302
19780114;38;445;389;"";303
19780114;13;115;"";"";304
19780114;189;650;"";"";305
19780114;1888;1056;"";"";306
19780114;74;139;713;"";307
19780114;594;479;569;"";308
19780114;6236;484;579;"";309
19780114;73;555;"";1;310
19780114;82;762;"";1;311
19780114;1603;562;"";"";312
19780114;82;627;"";"";313
19780114;344;569;815;1;314
19780114;91;430;436;"";315
19780114;5296;576;"";"";316
19780116;176;828;"";1;317
19780116;1023;430;"";1;318
19780116;70;439;"";"";319
19780116;1460;869;"";1;320
19780116;208;955;"";"";321
19780116;2331;103;489;"";322
19780116;615;235;"";"";323
19780116;10;575;576;"";324
19780116;798;609;593;"";325
19780116;481;488;"";"";326
19780116;71;561;"";"";327
19780116;24;261;"";"";328
19780116;409;395;619;"";329
19780116;317;1039;"";"";330
19780116;688;430;"";"";331
19780116;4265;801;761;"";332
19780116;738;569;538;"";333
19780116;419;474;579;"";334
19780116;688;479;569;"";335
19780116;269;1039;"";"";336
19780116;344;105;"";"";337
19780116;10115;544;556;"";338
19780116;2933;698;"";"";339
19780116;2590;440;453;"";340
19780116;370;619;616;"";341
19780116;24;593;488;"";342
19780116;20356;650;"";"";343
19780116;238;468;"";"";344
19780116;723;917;828;"";345
19780116;481;762;"";1;346
19780117;176;239;"";"";347
19780117;723;468;658;"";348
19780117;444;439;"";"";349
19780117;261;569;"";1;350
19780117;208;388;"";"";351
19780117;82;430;"";"";352
19780117;7863;828;569;"";353
19780117;374;430;375;"";354
19780117;11865;682;"";"";355
19780117;208;32;"";"";356
19780117;12010;388;"";"";357
19780117;358;10;"";"";358
19780117;1415;520;521;"";359
19780117;1109;928;928;1;360
19780117;4156;897;"";"";361
19780117;4019;468;562;"";362
19780117;7544;395;"";"";363
19780117;1671;430;468;"";364
19780117;648;440;430;"";365
19780117;14024;484;556;"";366
19780117;43;388;535;"";367
19780117;13762;444;"";"";368
19780117;259;534;605;"";369
19780117;184;575;571;"";370
19780117;1183;713;"";"";371
19780117;4455;436;"";"";372
19780117;295;95;"";"";373
19780117;2627;141;538;"";374
19780117;59;472;468;"";375
19780118;1019;375;"";"";376
19780118;1603;575;"";"";377
19780118;1856;453;"";"";378
19780118;260;80;68;"";379
19780118;10172;579;710;"";380
19780118;5466;430;"";1;381
19780118;1182;1056;"";1;382
19780118;4263;445;"";"";383
19780118;219;74;"";"";384
19780118;15378;334;444;1;385
19780118;3859;468;"";"";386
19780118;481;488;"";"";387
19780118;799;139;"";1;388
19780118;581;105;"";"";389
19780118;183;429;"";"";390
19780118;167;1044;"";"";391
19780118;70;1044;"";"";392
19780118;175;970;"";1;393
19780118;1466;587;"";"";394
19780118;391;601;418;"";395
19780118;1171;1056;"";"";396
19780118;1286;569;"";1;397
19780118;1603;379;1056;"";398
19780118;82;430;"";"";399
19780118;159;819;569;"";400
19780119;99;7;9;"";401
19780119;342;886;"";"";402
19780119;100;115;"";"";403
19780119;242;412;"";1;404
19780119;176;482;"";1;405
19780119;13;488;569;"";406
19780119;799;334;534;1;407
19780119;1526;430;"";"";408
19780119;3064;573;621;"";409
19780119;73;430;"";"";410
19780119;9705;816;"";"";411
19780119;285;969;"";"";412
19780119;4007;503;774;"";413
19780119;183;538;698;"";414
19780119;688;762;"";1;415
19780119;948;296;291;1;416
19780119;1286;166;"";1;417
19780119;29;650;472;"";418
19780119;2586;36;430;"";419
19780119;631;344;388;1;420
19780119;1171;606;955;"";421
19780119;741;846;"";"";422
19780119;2242;958;"";"";423
19780119;10;473;"";"";424
19780119;14277;9;"";"";425
19780119;73;762;"";1;426
19780119;176;877;430;"";427
19780119;2258;453;"";"";428
19780119;1723;624;"";"";429
19780119;1913;1039;"";"";430
19780119;95;1034;499;"";431
19780119;3;569;479;"";432
19780119;799;909;"";"";433
19780119;82;661;660;1;434
19780119;3361;801;"";"";435
19780120;723;489;619;"";436
19780120;1667;819;569;"";437
19780120;1534;389;897;"";438
19780120;750;762;"";1;439
19780120;155;538;489;"";440
19780120;295;569;828;1;441
19780120;260;267;269;1;442
19780120;615;430;453;"";443
19780120;1603;385;903;1;444
19780120;688;555;"";1;445
19780120;184;195;607;"";446
19780120;242;909;801;"";447
19780120;1264;118;394;"";448
19780120;1023;762;"";1;449
19780120;626;436;"";"";450
19780120;1596;594;601;"";451
19780120;30;828;113;1;452
19780120;1342;676;695;"";453
19780120;14638;488;593;"";454
19780120;1603;538;"";"";455
19780120;10602;430;439;"";456
19780120;103;704;"";1;457
19780120;155;631;1044;"";458
19780120;5070;650;"";"";459
19780120;97;958;"";"";460
19780120;24;479;"";"";461
19780120;3347;389;"";1;462
19780120;484;572;"";"";463
19780121;12;569;324;1;464
19780121;12;660;473;"";465
19780121;1823;762;"";1;466
19780121;21416;239;430;1;467
19780121;112;588;526;1;468
19780121;1284;762;762;1;469
19780121;1002;573;105;"";470
19780121;9182;518;"";1;471
19780121;94;395;538;"";472
19780121;13;105;612;"";473
19780121;232;430;"";1;474
19780121;4552;461;"";1;475
19780121;4552;869;"";1;476
19780121;2029;619;"";"";477
19780121;176;430;"";"";478
19780121;175;569;928;1;479
19780123;175;298;630;"";480
