reg_date;point;ssic_1;ssic_2;local;id
19920102;91;628;"";"";1
19920102;723;569;468;1;2
19920102;95;430;453;"";3
19920102;14912;513;472;1;4
19920102;595;375;"";"";5
19920102;688;484;569;"";6
19920102;24;489;569;"";7
19920102;175;829;"";"";8
19920102;723;790;774;"";9
19920102;7309;"";"";"";10
19920102;1603;"";468;"";11
19920102;70;530;515;"";12
19920102;370;569;468;"";13
19920102;99;705;"";"";14
19920102;596;858;"";"";15
19920102;218;516;713;"";16
19920102;215;569;599;1;17
19920102;82;745;"";"";18
19920102;2124;899;676;"";19
19920102;82;"";569;"";20
19920102;1192;500;"";"";21
19920102;1501;434;569;1;22
19920102;175;294;549;1;23
19920102;82;516;569;1;24
19920102;1095;"";"";"";25
19920102;95;538;"";"";26
19920102;249;375;"";"";27
19920102;3537;235;428;1;28
19920102;2052;744;"";1;29
19920102;2144;680;650;1;30
19920102;82;970;"";1;31
19920102;481;593;488;"";32
19920102;95;858;513;"";33
19920102;95;998;"";"";34
19920102;2144;630;"";1;35
19920102;73;886;920;1;36
19920102;1888;619;"";1;37
19920102;1287;569;"";"";38
19920102;7331;560;428;1;39
19920102;13;430;595;"";40
19920102;1514;572;835;"";41
19920102;576;571;712;"";42
19920102;2102;379;"";1;43
19920102;2881;1029;585;"";44
19920102;82;400;569;"";45
19920102;379;964;489;"";46
19920102;82;909;713;1;47
19920102;3417;571;569;1;48
19920102;24;813;"";1;49
19920102;359;352;569;1;50
19920102;4552;468;569;"";51
19920102;2279;745;826;"";52
19920102;100;835;"";"";53
19920102;1427;592;609;"";54
19920102;1514;354;"";"";55
19920102;287;1033;"";"";56
19920102;42;430;439;"";57
19920102;523;"";"";"";58
19920102;1603;624;513;"";59
19920102;1796;571;"";"";60
19920102;6709;705;"";"";61
19920102;95;546;"";"";62
19920102;688;909;"";"";63
19920102;5357;188;"";"";64
19920102;688;468;569;"";65
19920102;285;439;428;"";66
19920102;1032;571;"";"";67
19920102;82;865;141;1;68
19920102;1238;569;468;1;69
19920102;1099;698;"";1;70
19920102;13895;286;287;1;71
19920102;1514;354;355;1;72
19920102;5469;286;"";1;73
19920102;1291;592;"";1;74
19920102;1862;569;444;"";75
19920102;5003;571;"";"";76
19920102;2476;468;"";"";77
19920102;82;468;"";"";78
19920102;43;1029;"";"";79
19920102;13899;877;"";"";80
19920102;414;534;531;1;81
19920102;269;704;705;"";82
19920102;22679;569;605;"";83
19920102;2124;877;"";"";84
19920102;688;909;"";"";85
19920102;18522;621;609;"";86
19920102;7571;375;575;"";87
19920102;792;650;645;"";88
19920102;14426;492;569;"";89
19920103;2786;489;"";1;90
19920103;19074;453;"";"";91
19920103;2840;569;650;"";92
19920103;44;453;456;"";93
19920103;1603;909;620;"";94
19920103;8364;569;"";1;95
19920103;24;453;388;"";96
19920103;626;453;595;"";97
19920103;784;208;550;"";98
19920103;155;625;569;"";99
19920103;3105;704;711;"";100
19920103;688;519;413;"";101
19920103;8819;652;"";"";102
19920103;243;584;641;"";103
19920103;1025;650;569;"";104
19920103;82;898;"";"";105
19920103;155;530;578;"";106
19920103;29;762;762;1;107
19920103;1284;597;390;1;108
19920103;9957;652;897;"";109
19920103;734;556;430;"";110
19920103;242;530;"";"";111
19920103;1023;833;835;1;112
19920103;4552;667;"";1;113
19920103;70;453;1034;"";114
19920103;3767;1044;987;"";115
19920103;1603;909;569;"";116
19920103;132;530;285;"";117
19920103;82;652;569;"";118
19920103;70;375;444;"";119
19920103;1603;"";641;"";120
19920103;243;468;"";"";121
19920103;362;428;430;"";122
19920103;362;914;"";"";123
19920103;16727;479;"";"";124
19920103;9764;897;391;"";125
19920103;176;"";"";"";126
19920103;6236;909;"";"";127
19920103;6541;569;590;"";128
19920103;562;484;"";"";129
19920103;16382;829;896;1;130
19920103;359;886;"";"";131
19920103;344;909;"";"";132
19920103;70;713;545;"";133
19920103;70;430;652;"";134
19920103;8443;688;698;"";135
19920103;3199;1044;"";"";136
19920103;1023;763;"";1;137
19920103;219;375;"";"";138
19920103;1514;569;629;"";139
