reg_date;point;ssic_1;ssic_2;local;id
19900102;287;661;"";1;1
19900102;70;899;"";"";2
19900102;2451;688;"";"";3
19900102;242;569;813;1;4
19900102;8967;858;"";1;5
19900102;982;530;"";"";6
19900102;82;489;569;"";7
19900102;3432;987;"";"";8
19900102;2029;696;569;1;9
19900102;94;711;468;"";10
19900102;12696;578;497;"";11
19900102;73;869;217;"";12
19900102;1801;569;"";"";13
19900102;9124;961;569;"";14
19900102;24;588;471;"";15
19900102;3415;762;"";1;16
19900102;10129;865;713;"";17
19900102;445;499;488;"";18
19900102;1787;453;430;"";19
19900102;287;661;"";1;20
19900102;38;569;513;"";21
19900102;110;819;"";"";22
19900102;155;609;105;"";23
19900102;688;453;221;1;24
19900102;4552;916;829;"";25
19900102;70;503;"";"";26
19900102;70;321;"";"";27
19900102;7933;865;"";"";28
19900102;82;864;864;"";29
19900102;133;503;"";"";30
19900102;12010;412;438;"";31
19900102;285;354;357;"";32
19900102;73;698;696;"";33
19900102;15568;569;484;"";34
19900102;218;439;"";"";35
19900102;1985;588;530;"";36
19900102;175;774;624;"";37
19900102;750;569;"";1;38
19900102;13956;569;"";1;39
19900102;626;1047;507;"";40
19900102;184;634;534;"";41
19900102;73;375;"";"";42
19900102;799;676;"";1;43
19900102;5483;596;574;"";44
19900102;95;160;"";"";45
19900102;17108;813;"";1;46
19900102;22181;574;468;"";47
19900102;2811;897;430;"";48
19900102;799;470;424;"";49
19900102;82;578;497;"";50
19900102;18911;1044;1045;"";51
19900102;537;1044;569;1;52
19900102;18738;430;"";"";53
19900103;693;695;569;1;54
19900103;82;578;"";"";55
19900103;82;569;609;1;56
19900103;3232;"";"";"";57
19900103;82;567;569;"";58
19900103;2568;567;"";1;59
19900103;4098;1032;569;"";60
19900103;18394;826;"";"";61
19900103;6937;121;"";"";62
19900103;155;154;516;"";63
19900103;24;479;575;1;64
19900103;3;569;"";"";65
19900103;1012;711;569;"";66
19900103;208;565;"";"";67
19900103;24;928;"";"";68
19900103;218;650;468;"";69
19900103;1415;814;648;"";70
19900103;372;32;510;"";71
19900103;82;829;"";"";72
19900103;14607;819;"";"";73
19900103;2058;688;680;1;74
19900103;444;9;569;"";75
19900103;4005;389;"";"";76
19900103;17652;221;828;"";77
19900103;287;661;"";1;78
19900103;269;916;468;"";79
19900103;82;154;1034;"";80
19900103;234;955;606;"";81
19900103;582;203;360;1;82
19900103;13609;445;"";"";83
19900103;799;472;569;"";84
19900103;82;625;996;"";85
19900103;70;569;565;"";86
19900103;1109;801;"";"";87
