reg_date;point;ssic_1;ssic_2;local;id
19910102;6930;444;"";"";1
19910102;1095;569;468;1;2
19910102;1030;828;569;1;3
19910102;1603;594;"";"";4
19910102;688;938;444;"";5
19910102;582;578;569;"";6
19910102;82;"";453;"";7
19910102;82;468;"";"";8
19910102;2438;"";188;"";9
19910102;1284;569;"";"";10
19910102;1343;605;835;1;11
19910102;102;819;"";"";12
19910102;43;569;"";"";13
19910102;20;970;"";"";14
19910102;799;569;"";"";15
19910102;82;453;220;"";16
19910102;19154;539;"";"";17
19910102;1023;296;1031;1;18
19910102;1674;550;569;1;19
19910102;8361;864;"";"";20
19910102;10371;801;"";"";21
19910102;82;696;"";1;22
19910102;14302;508;"";"";23
19910102;94;489;530;"";24
19910102;52;569;717;1;25
19910103;155;105;609;"";26
19910103;242;744;588;"";27
19910103;73;430;453;"";28
19910103;218;819;766;1;29
19910103;234;105;569;"";30
19910103;825;430;439;"";31
19910103;218;858;717;"";32
19910103;688;745;513;"";33
19910103;1732;286;"";"";34
19910103;777;835;"";"";35
19910103;4552;569;"";1;36
19910103;1032;681;552;"";37
19910103;2242;453;"";"";38
19910103;1525;695;650;"";39
19910103;42;546;909;"";40
19910103;24;572;"";"";41
19910103;1192;641;569;"";42
19910103;1514;239;"";"";43
19910103;2279;530;285;"";44
19910103;19945;468;"";"";45
19910103;1250;4;468;"";46
19910103;605;444;375;"";47
19910103;16396;570;987;"";48
19910103;6420;961;"";"";49
19910103;82;678;569;"";50
19910103;323;"";530;"";51
19910103;799;777;498;"";52
19910103;3;569;"";1;53
19910103;4552;698;"";1;54
19910103;1603;379;430;1;55
19910103;1603;569;106;1;56
19910103;82;484;569;"";57
19910103;3982;491;"";"";58
19910103;6236;140;826;"";59
19910103;6192;594;468;"";60
19910103;2144;819;"";"";61
19910103;43;712;"";"";62
19910103;155;954;"";"";63
19910103;1095;430;"";"";64
19910103;1796;606;"";"";65
19910103;267;705;"";"";66
19910103;17821;717;520;"";67
19910103;8210;1056;"";"";68
19910103;8210;484;479;"";69
19910103;1888;625;"";"";70
19910103;10693;961;826;"";71
19910103;1131;453;388;"";72
19910103;1800;1044;987;"";73
19910103;5466;531;360;"";74
19910103;94;530;556;"";75
19910103;95;208;569;"";76
19910103;200;713;"";"";77
19910103;1603;893;569;1;78
19910103;6725;625;909;"";79
19910103;285;103;569;1;80
19910103;155;763;"";1;81
19910103;82;68;482;"";82
19910103;831;468;"";"";83
19910103;3767;605;"";"";84
19910103;13821;590;588;"";85
19910103;723;569;641;"";86
19910103;465;569;430;"";87
19910103;510;526;744;"";88
19910103;94;987;"";"";89
19910103;2112;68;80;"";90
19910103;1603;548;"";"";91
19910103;73;436;"";"";92
19910103;10575;1034;636;"";93
19910103;13982;430;453;"";94
19910103;1393;594;585;"";95
19910103;596;601;"";"";96
19910103;207;571;"";"";97
19910103;825;444;1032;"";98
19910103;688;651;899;"";99
19910103;82;489;"";"";100
19910103;2476;235;569;1;101
19910103;1030;67;577;1;102
19910103;155;569;"";"";103
19910103;2090;1039;"";"";104
19910103;1796;569;468;"";105
19910103;1023;480;576;"";106
19910103;6192;695;680;1;107
19910103;688;661;667;"";108
19910103;155;1044;987;"";109
19910103;42;484;579;"";110
19910103;359;468;47;1;111
19910103;285;652;651;"";112
19910103;1462;909;"";"";113
19910103;2990;569;"";1;114
19910103;5466;829;"";1;115
